SpeciesCode,taxon,snamn,total_presence,svamp-grupp-släkte,geographyOptions,forestTypeOptions,vegetationTypeOptions,standAgeOptions
SI18-558,Rhizopogon evadens,Saknar svenskt namn,4,tryffel,Norr,Tallskog,Lågört,1-40
SI18-593,Cortinarius sp.8,Saknar svenskt namn,4,hattsvamp,Norr,Tallskog,Lågört,1-40
SI18-320,Tomentella badia sp.2,Saknar svenskt namn,3,skinnsvamp,Norr,Tallskog,Lågört,1-40
SI18-78,Cortinarius semisanguineus,rödskivig kanelspindling,3,hattsvamp,Norr,Tallskog,Lågört,1-40
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,3,Saknas,Norr,Tallskog,Lågört,1-40
SI18-396,Cortinarius pholideus,tofsspindling,2,hattsvamp,Norr,Tallskog,Lågört,1-40
SI18-49,Piloderma bicolor,Saknar svenskt namn,2,skinnsvamp,Norr,Tallskog,Lågört,1-40
SI18-54,Cortinarius armillatus,rödbandad spindling,2,hattsvamp,Norr,Tallskog,Lågört,1-40
SI19-1972,Serendipita (coll.),Saknar svenskt namn,2,övrigt,Norr,Tallskog,Lågört,1-40
SI21-1708,Tomentellopsis sp.3,Saknar svenskt namn,2,skinnsvamp,Norr,Tallskog,Lågört,1-40
SI18-1968,Cortinarius tabularis,lerbrun björkspindling,1,hattsvamp,Norr,Tallskog,Lågört,1-40
SI18-2001,Hebeloma mesophaeum (coll.) sp.1,Saknar svenskt namn,1,hattsvamp,Norr,Tallskog,Lågört,1-40
SI18-2037,Cortinarius clarobrunneus (coll.) sp.1,Saknar svenskt namn,1,hattsvamp,Norr,Tallskog,Lågört,1-40
SI18-208,Laccaria laccata,laxskivling,1,hattsvamp,Norr,Tallskog,Lågört,1-40
SI18-2161,Hydnotrya michaelis?,Saknar svenskt namn,1,tryffel,Norr,Tallskog,Lågört,1-40
SI18-274,Thelephora alnii,Saknar svenskt namn,1,skinnsvamp,Norr,Tallskog,Lågört,1-40
SI18-335,Trichophaea sp.4,Saknar svenskt namn,1,skålsvamp,Norr,Tallskog,Lågört,1-40
SI18-359,Suillus flavidus,slemsopp,1,sopp,Norr,Tallskog,Lågört,1-40
SI18-43,Cortinarius mucosus/alpinus/fennoscandicus/trivialis,Saknar svenskt namn,1,hattsvamp,Norr,Tallskog,Lågört,1-40
SI18-548,Suillus luteus,smörsopp,1,sopp,Norr,Tallskog,Lågört,1-40
SI18-638,Thaxterogaster scaurus,Saknar svenskt namn,1,Saknas,Norr,Tallskog,Lågört,1-40
SI21-1888,Hysterangium sp.2,Saknar svenskt namn,1,tryffel,Norr,Tallskog,Lågört,1-40
SI18-396,Cortinarius pholideus,tofsspindling,83,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-15,Piloderma sphaerosporum,Saknar svenskt namn,75,skinnsvamp,Norr,Tallskog,Lågört,41-90
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,67,övrigt,Norr,Tallskog,Lågört,41-90
SI18-214,Russula emetica (coll.) - betularum,Saknar svenskt namn,64,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-10,Tylospora fibrillosa,bomullsskinn,51,skinnsvamp,Norr,Tallskog,Lågört,41-90
SI18-1193,Cortinarius laniger,ullspindling,30,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-130,Cortinarius kauffmanianus,Saknar svenskt namn,26,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-132,Atheliaceae sp.1,Saknar svenskt namn,21,Saknas,Norr,Tallskog,Lågört,41-90
SI18-569,Polyozellus tristis,Saknar svenskt namn,20,Saknas,Norr,Tallskog,Lågört,41-90
SI18-255,Cortinarius betuletorum,Saknar svenskt namn,19,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-43,Cortinarius mucosus/alpinus/fennoscandicus/trivialis,Saknar svenskt namn,17,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-24,Hyaloscypha variabilis,Saknar svenskt namn,14,skålsvamp,Norr,Tallskog,Lågört,41-90
SI18-49,Piloderma bicolor,Saknar svenskt namn,14,skinnsvamp,Norr,Tallskog,Lågört,41-90
SI18-593,Cortinarius sp.8,Saknar svenskt namn,14,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,13,skålsvamp,Norr,Tallskog,Lågört,41-90
SI18-31,Piloderma olivaceum sp.1,mörkt ullskinn,13,skinnsvamp,Norr,Tallskog,Lågört,41-90
SI18-9,Suillus variegatus,sandsopp,12,sopp,Norr,Tallskog,Lågört,41-90
SI18-196,Piloderma sp.6,Saknar svenskt namn,9,skinnsvamp,Norr,Tallskog,Lågört,41-90
SI18-223,Cortinarius comptulus,rundsporig spindling,9,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-548,Suillus luteus,smörsopp,6,sopp,Norr,Tallskog,Lågört,41-90
SI18-592,Piloderma sp.11,Saknar svenskt namn,6,skinnsvamp,Norr,Tallskog,Lågört,41-90
SI18-304,Hyaloscypha vraolstadiae sp.1,Saknar svenskt namn,5,skålsvamp,Norr,Tallskog,Lågört,41-90
SI18-534,Rhizopogon graveolens f. pomaceus,Saknar svenskt namn,5,tryffel,Norr,Tallskog,Lågört,41-90
SI18-78,Cortinarius semisanguineus,rödskivig kanelspindling,5,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-227,Russula aquosa,sumpkremla,4,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-274,Thelephora alnii,Saknar svenskt namn,4,skinnsvamp,Norr,Tallskog,Lågört,41-90
SI18-681,Russula vinososordida,falsk vinkremla,4,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-3973,Cortinarius praestigiosus,Saknar svenskt namn,3,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-54,Cortinarius armillatus,rödbandad spindling,3,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-810,Elaphomyces muricatus,marmorerad hjorttryffel,3,tryffel,Norr,Tallskog,Lågört,41-90
SI18-849,Thelephoraceae sp.7,Saknar svenskt namn,3,Saknas,Norr,Tallskog,Lågört,41-90
SI21-1648,Cortinarius parvannulatus/neofallax sp.2,Saknar svenskt namn,3,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-141,Tomentellopsis echinospora sp.1,brunt brokskinn,2,skinnsvamp,Norr,Tallskog,Lågört,41-90
SI18-1968,Cortinarius tabularis,lerbrun björkspindling,2,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-2368,Cortinarius iliopodius,Saknar svenskt namn,2,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-529,Paxillus involutus,Saknar svenskt namn,2,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-831,Leccinum sp.1,Saknar svenskt namn,2,sopp,Norr,Tallskog,Lågört,41-90
SI21-1708,Tomentellopsis sp.3,Saknar svenskt namn,2,skinnsvamp,Norr,Tallskog,Lågört,41-90
SI18-101,Lactarius tabidus,småriska,1,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-1080,Cortinarius subpaleaceus,Saknar svenskt namn,1,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-127,Suillus bovinus,örsopp,1,sopp,Norr,Tallskog,Lågört,41-90
SI18-136,Amphinema byssoides sp.1,kraterskinn,1,skinnsvamp,Norr,Tallskog,Lågört,41-90
SI18-1717,Cortinarius suberi,Saknar svenskt namn,1,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-30,Lactarius rufus,pepparriska,1,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-302,Russula versicolor,skarp sienakremla,1,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-347,Cortinarius malachius,malvaspindling,1,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-35,Tylospora asterophora,astralskinn,1,skinnsvamp,Norr,Tallskog,Lågört,41-90
SI18-4405,Cortinarius decipiens (coll.) falsosus,Saknar svenskt namn,1,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-4759,Amanita magnivolvata,säckkamskivling,1,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-520,Cortinarius casimiri,storsporig spindling,1,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-638,Thaxterogaster scaurus,Saknar svenskt namn,1,Saknas,Norr,Tallskog,Lågört,41-90
SI18-702,Rhizopogon luteolus,gulbrun hartryffel,1,tryffel,Norr,Tallskog,Lågört,41-90
SI18-801,Russula aeruginea,grönkremla,1,hattsvamp,Norr,Tallskog,Lågört,41-90
SI18-90,Polyozellus umbrinus,Saknar svenskt namn,1,Saknas,Norr,Tallskog,Lågört,41-90
SI18-915,Tomentella lapida sp.2,Saknar svenskt namn,1,skinnsvamp,Norr,Tallskog,Lågört,41-90
